Household,avg_income_usd,country,rural_urban,remesa_amount_usd,monthly_remesa_amount,Food,Health,COVID_19,Education,Utilities,ClothesandShoes,Housing,HousingRental,HomePurchase,AgriculturalInputs,BusinessVentures,Saving,MigantsComittments,MigrationLoanDebt,OtherDebts,Other,Tsum_check
380,250.0,SLV,1,200.0,860.0,50.0,,,,50.0,,,,,,,,,,,,100.0
381,1.5990000000000002,HND,2,15.99,15.99,70.0,15.0,,,,15.0,,,,,,,,,,,100.0
382,53.300000000000004,HND,2,53.300000000000004,53.300000000000004,70.0,20.0,,10.0,,,,,,,,,,,,,100.0
383,15.99,HND,2,5.33,1.7766666666666666,70.0,10.0,,20.0,,,,,,,,,,,,,100.0
384,80.0,SLV,1,100.0,100.0,90.0,,,,10.0,,,,,,,,,,,,100.0
385,90.0,SLV,1,150.0,75.0,80.0,20.0,,,,,,,,,,,,,,,100.0
386,100.0,SLV,1,50.0,4.166666666666667,100.0,,,,,0.0,,,,,,,,,,,100.0
387,150.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
388,350.0,SLV,1,100.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
389,21.32,HND,1,50.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
390,26.650000000000002,HND,1,50.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
391,14.924000000000001,GT,1,3.7310000000000003,7.462000000000001,50.0,,,,50.0,,,,,,,,,,,,100.0
392,7.995,GT,2,10.66,3.5533333333333332,50.0,,,,50.0,,,,,,,,,,,,100.0
393,13.325000000000001,GT,1,13.325000000000001,13.325000000000001,30.0,70.0,,,,,,,,,,,,,,,100.0
394,13.325000000000001,GT,1,3.7310000000000003,1.2436666666666667,100.0,,,,,,,,,,,,,,,,100.0
395,10.66,GT,2,10.66,10.66,70.0,,,,30.0,,,,,,,,,,,,100.0
396,45.305,GT,2,1000.0,1000.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
397,4.264,GT,1,300.0,25.0,50.0,,,,,50.0,,,,,,,,,,,100.0
398,1200.0,GT,1,300.0,1290.0,50.0,25.0,25.0,,,,,,,,,,,,,,100.0
399,9.594000000000001,GT,1,3.9975,3.9975,50.0,,,,50.0,,,,,,,,,,,,100.0
400,9.061,GT,1,3.7310000000000003,1.8655000000000002,100.0,,,,,,,,,,,,,,,,100.0
401,10.66,GT,2,2.665,0.8883333333333333,75.0,,,,25.0,,,,,,,,,,,,100.0
402,7.995,GT,2,15.99,7.995,,,,,,,,,100.0,,,,,,,,100.0
403,10.66,GT,1,7.995,7.995,50.0,,,,30.0,20.0,,,,,,,,,,,100.0
404,26.650000000000002,GT,1,7.995,7.995,70.0,,,,30.0,,,,,,,,,,,,100.0
405,1.8655000000000002,GT,1,2.9315,0.9771666666666667,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
406,7.995,GT,1,15.99,5.33,,100.0,,,,,,,,,,,,,,,100.0
407,5.33,GT,1,7.995,7.995,20.0,80.0,,,,,,,,,,,,,,,100.0
408,5.33,GT,1,3.9975,0.66625,,100.0,,,,,,,,,,,,,,,100.0
409,21.32,GT,1,10.66,10.66,80.0,,,,20.0,,,,,,,,,,,,100.0
410,15.99,GT,1,7.995,3.9975,50.0,,,,50.0,,,,,,,,,,,,100.0
411,7.995,GT,1,4.264,4.264,100.0,,,,,,,,,,,,,,,,100.0
412,63.96,HND,1,15.99,15.99,50.0,50.0,,,,,,,,,,,,,,,100.0
413,31.98,HND,1,15.99,31.98,50.0,50.0,,,,,,,,,,,,,,,100.0
414,37.31,HND,1,11.726,11.726,100.0,,,,,,,,,,,,,,,,100.0
415,36.244,HND,2,25.584000000000003,8.528,100.0,,,,,,,,,,,,,,,,100.0
416,42.64,HND,2,53.300000000000004,106.60000000000001,,,,,,,,,,,,100.0,,,,,100.0
417,57.564,HND,1,100.0,16.666666666666668,50.0,50.0,,,,,,,,,,,,,,,100.0
418,425.0,SLV,1,150.0,300.0,75.0,25.0,,,,,,,,,,,,,,,100.0
419,250.0,SLV,1,150.0,150.0,75.0,,,,25.0,,,,,,,,,,,,100.0
420,150.0,SLV,1,100.0,100.0,50.0,,,,50.0,,,,,,,,,,,,100.0
421,80.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
422,180.0,SLV,1,100.0,33.333333333333336,100.0,,,,,,,,,,,,,,,,100.0
423,50.0,SLV,1,50.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
424,200.0,SLV,1,200.0,16.666666666666668,70.0,,,,30.0,,,,,,,,,,,,100.0
425,47.437,HND,1,120.0,60.0,50.0,50.0,,,,,,,,,,,,,,,100.0
426,70.0,SLV,1,100.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
427,360.0,SLV,1,50.0,16.666666666666668,50.0,,,,,,,,,25.0,,,,,,25.0,100.0
428,80.0,SLV,2,50.0,50.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
429,1000.0,SLV,2,250.0,41.666666666666664,50.0,50.0,,,,,,,,,,,,,,,100.0
430,500.0,SLV,2,60.0,10.0,100.0,,,,,,,,,,,,,,,,100.0
431,600.0,SLV,2,200.0,200.0,50.0,,,,50.0,,,,,,,,,,,,100.0
432,275.0,SLV,2,200.0,400.0,,100.0,,,,,,,,,,,,,,,100.0
433,500.0,SLV,2,200.0,400.0,80.0,,,,20.0,,,,,,,,,,,,100.0
434,100.0,SLV,2,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
435,150.0,SLV,1,60.0,30.0,100.0,,,,,,,,,,,,,,,,100.0
436,120.0,SLV,1,100.0,50.0,75.0,,,,25.0,,,,,,,,,,,,100.0
437,100.0,SLV,2,100.0,33.333333333333336,50.0,,,,50.0,,,,,,,,,,,,100.0
438,80.0,SLV,2,50.0,8.333333333333334,30.0,,,,70.0,,,,,,,,,,,,100.0
439,150.0,SLV,2,100.0,100.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
440,50.0,SLV,2,50.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
441,150.0,SLV,1,200.0,200.0,50.0,,,,10.0,,,,,,,,,40.0,,,100.0
442,100.0,SLV,1,100.0,50.0,50.0,50.0,,,,,,,,,,,,,,,100.0
443,250.0,SLV,1,100.0,100.0,20.0,80.0,,,,,,,,,,,,,,,100.0
444,300.0,SLV,1,300.0,300.0,,,,,,50.0,,,,,,,,,,50.0,100.0
445,160.0,SLV,2,100.0,33.333333333333336,50.0,50.0,,,,,,,,,,,,,,,100.0
446,150.0,SLV,2,150.0,150.0,60.0,40.0,,,,,,,,,,,,,,,100.0
447,150.0,SLV,2,200.0,100.0,20.0,80.0,,,,,,,,,,,,,,,100.0
448,250.0,SLV,2,100.0,50.0,20.0,50.0,,,30.0,,,,,,,,,,,,100.0
449,250.0,SLV,1,75.0,25.0,50.0,50.0,,,,,,,,,,,,,,,100.0
450,250.0,SLV,2,350.0,350.0,100.0,,,,,,,,,,,,,,,,100.0
451,400.0,SLV,2,200.0,200.0,,,,,75.0,,,,,,25.0,,,,,,100.0
452,300.0,SLV,2,300.0,600.0,50.0,,,,20.0,,30.0,,,,,,,,,,100.0
453,200.0,SLV,2,160.0,160.0,,100.0,,,,,,,,,,,,,,,100.0
454,30.0,SLV,2,150.0,150.0,,75.0,,,25.0,,,,,,,,,,,,100.0
455,200.0,SLV,1,25.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
456,450.0,SLV,1,75.0,37.5,,,,,100.0,,,,,,,,,,,,100.0
457,375.0,SLV,1,200.0,200.0,,,,,,,,,,,,,,,100.0,,100.0
458,400.0,SLV,1,100.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
459,200.0,SLV,2,100.0,100.0,70.0,10.0,,,,,,,,,,,,,,20.0,100.0
460,150.0,SLV,2,50.0,50.0,80.0,,,,20.0,,,,,,,,,,,,100.0
461,600.0,SLV,2,200.0,200.0,50.0,,,,40.0,,,,,,10.0,,,,,,100.0
462,360.0,SLV,2,100.0,200.0,60.0,,,,40.0,,,,,,,,,,,,100.0
463,200.0,SLV,1,50.0,16.666666666666668,50.0,,,,25.0,,,,,,,25.0,,,,,100.0
464,100.0,SLV,1,100.0,33.333333333333336,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
465,600.0,SLV,1,300.0,300.0,,,,,100.0,,,,,,,,,,,,100.0
466,600.0,SLV,1,300.0,300.0,50.0,50.0,,,,,,,,,,,,,,,100.0
467,150.0,SLV,1,50.0,50.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
468,50.0,SLV,1,50.0,50.0,100.0,0.0,,,,,,,,,,,,,,,100.0
469,200.0,SLV,1,100.0,50.0,80.0,20.0,,,,,,,,,,,,,,,100.0
470,37.31,HND,2,37.31,37.31,90.0,10.0,,,,,,,,,,,,,,,100.0
471,2.665,GT,1,150.0,12.5,,,,,,,100.0,,,,,,,,,,100.0
472,4.264,GT,1,100.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
473,26.650000000000002,GT,1,5000.0,5000.0,50.0,,,,50.0,,,,,,,,,,,,100.0
474,95.94,HND,2,24.518,24.518,60.0,,,20.0,,,,20.0,,,,,,,,,100.0
475,18.655,GT,2,500.0,500.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
476,43.706,HND,1,13.325000000000001,4.441666666666667,,100.0,,,,,,,,,,,,,,,100.0
477,15.99,HND,1,6.396000000000001,3.1980000000000004,50.0,50.0,,,,,,,,,,,,,,,100.0
478,37.31,HND,1,6.396000000000001,27.5028,100.0,,,,,,,,,,,,,,,,100.0
479,15.99,GT,2,10.66,10.66,60.0,,,,20.0,20.0,,,,,,,,,,,100.0
480,15.99,GT,2,15.99,15.99,20.0,70.0,,,10.0,,,,,,,,,,,,100.0
481,37.31,GT,2,13.325000000000001,6.6625000000000005,30.0,60.0,,,10.0,,,,,,,,,,,,100.0
482,31.98,GT,2,7.995,3.9975,60.0,,,,30.0,10.0,,,,,,,,,,,100.0
483,23.985,GT,2,7.462000000000001,3.7310000000000003,50.0,25.0,25.0,,,,,,,,,,,,,,100.0
484,21.32,GT,2,21.32,42.64,25.0,,,,,,,,,,,75.0,,,,,100.0
485,13.325000000000001,GT,2,3.9975,3.9975,75.0,,25.0,,,,,,,,,,,,,,100.0
486,106.60000000000001,HND,2,500.0,500.0,30.0,50.0,,,,,,,,,,20.0,,,,,100.0
487,26.650000000000002,GT,2,5.33,1.7766666666666666,,100.0,,,,,,,,,,,,,,,100.0
488,26.650000000000002,GT,2,7.995,1.3325,50.0,25.0,,,,25.0,,,,,,,,,,,100.0
489,31.98,GT,2,7.995,2.665,60.0,,,,40.0,,,,,,,,,,,,100.0
490,7.462000000000001,GT,2,5.33,5.33,50.0,,,,,50.0,,,,,,,,,,,100.0
491,300.0,HND,1,19.385210000000004,38.77042000000001,50.0,40.0,,,10.0,,,,,,,,,,,,100.0
492,100.0,SLV,1,100.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
493,70.0,SLV,1,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
494,50.0,SLV,1,50.0,50.0,30.0,,,,70.0,,,,,,,,,,,,100.0
495,26.650000000000002,GT,2,10.66,10.66,50.0,,,,25.0,,25.0,,,,,,,,,,100.0
496,23.985,HND,1,5.33,0.44416666666666665,100.0,,,,,,,,,,,,,,,,100.0
497,14.924000000000001,GT,2,4.264,4.264,50.0,,,,,50.0,,,,,,,,,,,100.0
498,10.66,HND,1,6.396000000000001,3.1980000000000004,100.0,,,,,,,,,,,,,,,,100.0
499,150.0,SLV,1,150.0,150.0,60.0,15.0,,,25.0,,,,,,,,,,,,100.0
500,300.0,SLV,1,50.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
501,360.0,SLV,1,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
502,60.0,SLV,1,60.0,20.0,,,,,100.0,,,,,,,,,,,,100.0
503,280.0,SLV,1,30.0,10.0,50.0,50.0,,,,,,,,,,,,,,,100.0
504,250.0,SLV,1,80.0,26.666666666666668,60.0,,18.0,,22.0,,,,,,,,,,,,100.0
505,150.0,SLV,1,100.0,100.0,50.0,20.0,,,30.0,,,,,,,,,,,,100.0
506,300.0,SLV,1,200.0,200.0,50.0,,25.0,,25.0,,,,,,,,,,,,100.0
507,300.0,SLV,2,200.0,100.0,60.0,,,,30.0,10.0,,,,,,,,,,,100.0
508,250.0,SLV,1,150.0,12.5,70.0,30.0,,,,,,,,,,,,,,,100.0
509,300.0,SLV,1,200.0,200.0,60.0,30.0,,10.0,,,,,,,,,,,,,100.0
510,350.0,SLV,2,150.0,50.0,80.0,,,,20.0,,,,,,,,,,,,100.0
511,300.0,SLV,1,100.0,200.0,80.0,,,,20.0,,,,,,,,,,,,100.0
512,190.0,SLV,1,500.0,500.0,30.0,50.0,,,20.0,,,,,,,,,,,,100.0
513,800.0,SLV,1,400.0,800.0,50.0,20.0,,30.0,,,,,,,,,,,,,100.0
514,275.0,SLV,1,60.0,30.0,100.0,,,,,,,,,,,,,,,,100.0
515,90.61,HND,1,150.0,300.0,50.0,35.0,,,15.0,,,,,,,,,,,,100.0
516,350.0,SLV,1,150.0,150.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
517,300.0,SLV,1,50.0,8.333333333333334,50.0,,,,50.0,,,,,,,,,,,,100.0
518,300.0,SLV,2,200.0,100.0,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
519,300.0,SLV,1,50.0,8.333333333333334,30.0,50.0,,,20.0,,,,,,,,,,,,100.0
520,250.0,SLV,1,20.0,20.0,100.0,,,,,,,,,,,,,,,,100.0
521,200.0,SLV,1,100.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
522,250.0,SLV,1,250.0,250.0,,100.0,,,,,,,,,,,,,,,100.0
523,200.0,SLV,1,50.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
524,300.0,SLV,1,200.0,200.0,40.0,,,,60.0,,,,,,,,,,,,100.0
525,420.0,SLV,1,300.0,300.0,60.0,,,,40.0,,,,,,,,,,,,100.0
526,120.0,SLV,1,60.0,10.0,100.0,,,,,,,,,,,,,,,,100.0
527,500.0,SLV,1,500.0,500.0,40.0,40.0,,,20.0,,,,,,,,,,,,100.0
528,400.0,SLV,1,50.0,4.166666666666667,30.0,70.0,,,,,,,,,,,,,,,100.0
529,150.0,SLV,1,120.0,240.0,60.0,20.0,20.0,,,,,,,,,,,,,,100.0
530,300.0,SLV,1,200.0,33.333333333333336,50.0,,,,,,50.0,,,,,,,,,,100.0
531,300.0,SLV,1,100.0,33.333333333333336,50.0,,,,50.0,,,,,,,,,,,,100.0
532,200.0,SLV,1,100.0,200.0,90.0,10.0,,,,,,,,,,,,,,,100.0
533,150.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
534,100.0,SLV,1,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
535,1200.0,SLV,1,100.0,100.0,,,,,70.0,,,,,,,,,,30.0,,100.0
536,270.0,SLV,2,75.0,37.5,100.0,,,,,,,,,,,,,,,,100.0
537,500.0,SLV,2,300.0,300.0,80.0,,,,20.0,,,,,,,,,,,,100.0
538,5.33,GT,1,15.99,15.99,50.0,,,,25.0,,,,,25.0,,,,,,,100.0
539,8.528,GT,1,3.9975,0.66625,50.0,50.0,,,,,,,,,,,,,,,100.0
540,10.66,GT,1,1.599,0.7995,50.0,,,,50.0,,,,,,,,,,,,100.0
541,9.061,GT,1,50.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
542,85.28,HND,1,300.0,600.0,50.0,50.0,,,,,,,,,,,,,,,100.0
543,7.462000000000001,GT,2,6.396,12.792,40.0,,20.0,,40.0,,,,,,,,,,,,100.0
544,15.99,GT,2,3.9975,3.9975,50.0,,,,50.0,,,,,,,,,,,,100.0
545,63.96,GT,2,13.325000000000001,13.325000000000001,100.0,,,,,,,,,,,,,,,,100.0
546,42.64,GT,2,15.99,15.99,70.0,,,,,,30.0,,,,,,,,,,100.0
547,15.99,HND,1,10.66,10.66,,,,,,,100.0,,,,,,,,,,100.0
548,21.32,HND,1,21.32,21.32,50.0,50.0,,,,,,,,,,,,,,,100.0
549,7.995,GT,1,5.33,0.8883333333333333,70.0,30.0,,,,,,,,,,,,,,,100.0
550,6.929,GT,1,6.396,6.396,100.0,,,,,,,,,,,,,,,,100.0
551,7.995,GT,1,7.995,3.9975,75.0,,25.0,,,,,,,,,,,,,,100.0
552,5.33,GT,1,5.33,5.33,100.0,,,,,,,,,,,,,,,,100.0
553,7.995,GT,2,2.132,0.35533333333333333,100.0,,,,,,,,,,,,,,,,100.0
554,7.1955,GT,2,7.995,1.3325,,100.0,,,,,,,,,,,,,,,100.0
555,10.66,GT,2,2.665,0.8883333333333333,100.0,,,,,,,,,,,,,,,,100.0
556,42.64,HND,2,100.0,8.333333333333334,50.0,,,,10.0,40.0,,,,,,,,,,,100.0
557,14.924000000000001,GT,1,3.8909000000000002,3.8909000000000002,60.0,,,,20.0,20.0,,,,,,,,,,,100.0
558,15.99,GT,1,11.193,5.5965,30.0,50.0,,,20.0,,,,,,,,,,,,100.0
559,13.325000000000001,GT,1,200.0,400.0,70.0,30.0,,,,,,,,,,,,,,,100.0
560,10.66,GT,1,200.0,200.0,75.0,25.0,,,,,,,,,,,,,,,100.0
561,7.995,GT,1,2.132,0.7106666666666667,100.0,,,,,,,,,,,,,,,,100.0
562,200.0,SLV,1,100.0,50.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
563,1.599,GT,1,100.0,8.333333333333334,,50.0,,,,,,,,50.0,,,,,,,100.0
564,74.62,GT,1,2000.0,2000.0,30.0,,,,,20.0,,,,,,50.0,,,,,100.0
565,19.721,GT,1,100.0,100.0,60.0,25.0,,,,15.0,,,,,,,,,,,100.0
566,79.95,GT,1,10.66,1.7766666666666666,,,,,,,,,,,,100.0,,,,,100.0
567,5.33,GT,1,15.99,15.99,75.0,,,10.0,15.0,,,,,,,,,,,,100.0
568,26.650000000000002,GT,1,59.962500000000006,19.9875,60.0,40.0,,,,,,,,,,,,,,,100.0
569,10.66,GT,1,10.66,10.66,50.0,25.0,,,,,,,,25.0,,,,,,,100.0
570,26.650000000000002,GT,1,21.32,3.5533333333333332,50.0,25.0,,,,,,,,,,25.0,,,,,100.0
571,18.655,GT,1,3.7310000000000003,1.2436666666666667,75.0,,,,25.0,,,,,,,,,,,,100.0
572,31.98,GT,1,5.33,0.44416666666666665,100.0,,,,,,,,,,,,,,,,100.0
573,18.655,GT,1,18.655,18.655,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
574,21.32,GT,2,10.66,3.5533333333333332,50.0,,,,50.0,,,,,,,,,,,,100.0
575,9.594000000000001,GT,2,2.665,0.22208333333333333,80.0,,,,,20.0,,,,,,,,,,,100.0
576,6.6625000000000005,GT,2,150.0,150.0,80.0,,,,10.0,10.0,,,,,,,,,,,100.0
577,85.28,GT,1,2000.0,2000.0,5.0,,,,5.0,,,,,,,90.0,,,,,100.0
578,9.594000000000001,GT,1,1.599,0.533,100.0,,,,,,,,,,,,,,,,100.0
579,7.995,GT,1,2.132,0.7106666666666667,80.0,,,,20.0,,,,,,,,,,,,100.0
580,15.99,GT,1,15.99,31.98,100.0,,,,,,,,,,,,,,,,100.0
581,7.995,GT,1,2.665,2.665,80.0,,,,,20.0,,,,,,,,,,,100.0
582,29.848000000000003,GT,2,18.655,18.655,50.0,,,35.0,,15.0,,,,,,,,,,,100.0
583,26.650000000000002,GT,2,18.655,18.655,15.0,,,20.0,65.0,,,,,,,,,,,,100.0
584,6.929,GT,1,6.929,6.929,60.0,,10.0,30.0,,,,,,,,,,,,,100.0
585,15.99,GT,1,1.599,0.7995,100.0,,,,,,,,,,,,,,,,100.0
586,15.99,GT,1,2.132,1.066,50.0,,,,50.0,,,,,,,,,,,,100.0
587,9.594000000000001,GT,1,3.7310000000000003,3.7310000000000003,50.0,50.0,,,,,,,,,,,,,,,100.0
588,38.376,HND,1,50.0,50.0,,100.0,,,,,,,,,,,,,,,100.0
589,106.60000000000001,HND,1,200.0,200.0,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
590,200.0,HND,1,200.0,200.0,30.0,50.0,,,20.0,,,,,,,,,,,,100.0
591,26.650000000000002,HND,1,200.0,66.66666666666667,50.0,,,,50.0,,,0.0,,,,,,,,,100.0
592,6.396,GT,1,3.7310000000000003,3.7310000000000003,50.0,,,,50.0,,,,,,,,,,,,100.0
593,7.995,GT,1,4.1574,0.34645,60.0,40.0,,,,,,,,,,,,,,,100.0
594,5.33,GT,2,7.995,7.995,100.0,,,,,,,,,,,,,,,,100.0
595,2.665,GT,2,2.665,0.22208333333333333,100.0,,,,,,,,,,,,,,,,100.0
596,23.985,GT,2,10.66,5.33,75.0,,,,,25.0,,,,,,,,,,,100.0
597,10.66,GT,2,7.995,15.99,,,,,,,,,,,,,,100.0,,,100.0
598,15.99,GT,2,13.325000000000001,13.325000000000001,75.0,,,,25.0,,,,,,,,,,,,100.0
599,26.650000000000002,HND,1,18.655,9.3275,100.0,,,,,,,,,,,,,,,,100.0
600,23.452,HND,1,23.452,23.452,100.0,,,,,,,,,,,,,,,,100.0
601,69.29,HND,2,63.96,63.96,30.0,,,,50.0,,,20.0,,,,,,,,,100.0
602,10.66,HND,2,10.66,10.66,70.0,30.0,,,,,,,,,,,,,,,100.0
603,69.29,HND,2,40.0,6.666666666666667,100.0,,,,,,,,,,,,,,,,100.0
604,13.325000000000001,GT,1,15.99,15.99,75.0,,,,25.0,,,,,,,,,,,,100.0
605,7.462000000000001,GT,1,7.462000000000001,14.924000000000001,50.0,,,,,20.0,,,,,,,,30.0,,,100.0
606,26.650000000000002,GT,1,10.66,21.32,75.0,,,,25.0,,,,,,,,,,,,100.0
607,10.66,GT,1,3.198,1.066,50.0,50.0,,,,,,,,,,,,,,,100.0
608,6.396,GT,1,3.7310000000000003,1.2436666666666667,30.0,,,30.0,40.0,,,,,,,,,,,,100.0
609,10.66,GT,1,2500.0,1250.0,90.0,,,,,10.0,,,,,,,,,,,100.0
610,13.325000000000001,GT,1,7.995,3.9975,75.0,,,,5.0,,20.0,,,,,,,,,,100.0
611,3.7310000000000003,GT,1,18.655,6.218333333333334,20.0,80.0,,,,,,,,,,,,,,,100.0
612,26.650000000000002,GT,1,3.7310000000000003,1.2436666666666667,50.0,,,,25.0,25.0,,,,,,,,,,,100.0
613,10.66,GT,1,0.7462,0.7462,100.0,,,,,,,,,,,,,,,,100.0
614,3.9975,GT,1,3.7310000000000003,3.7310000000000003,50.0,,,,,25.0,,,,25.0,,,,,,,100.0
615,6.929,GT,1,3.9975,0.66625,75.0,,,,,25.0,,,,,,,,,,,100.0
616,5.33,GT,1,3.7310000000000003,1.8655000000000002,100.0,,,,,,,,,,,,,,,,100.0
617,13.325000000000001,GT,1,3.9975,3.9975,65.0,,,,,20.0,,,,15.0,,,,,,,100.0
618,36.244,HND,1,5.33,22.919,100.0,,,,,,,,,,,,,,,,100.0
619,10.66,HND,1,50.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
620,38.376,HND,2,21.32,10.66,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
621,39.975,GT,1,250.0,500.0,50.0,,,10.0,40.0,,,,,,,,,,,,100.0
622,500.0,SLV,1,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
623,175.0,SLV,1,75.0,150.0,,100.0,,,,,,,,,,,,,,,100.0
624,100.0,SLV,1,150.0,75.0,100.0,,,,,,,,,,,,,,,,100.0
625,37.31,HND,1,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
626,5.33,GT,1,7.462000000000001,14.924000000000001,50.0,50.0,,,,,,,,,,,,,,,100.0
627,14.924000000000001,GT,2,7.462000000000001,3.7310000000000003,75.0,25.0,,,,,,,,,,,,,,,100.0
